idx,age-bin,employment-type,education-num,occupation,race,sex,weekly-hours-bin,compensation
29427,8,2,9,10,4,1,2,0
29428,4,1,8,6,4,1,2,0
29429,7,0,9,8,4,1,2,0
29430,8,2,5,1,4,1,2,0
29431,3,1,13,2,4,1,3,1
29432,2,2,12,10,4,1,4,0
29433,4,1,9,1,4,1,5,1
29434,2,1,8,6,4,1,2,0
29435,0,1,7,6,4,0,0,0
29436,6,0,9,2,4,1,2,1
29437,8,1,3,6,2,1,2,0
29438,7,2,12,9,2,1,2,1
29439,7,1,12,8,4,1,3,1
29440,3,1,10,8,4,1,3,0
29441,3,1,10,12,4,1,2,0
29442,3,1,8,4,4,1,2,0
29443,4,1,9,1,4,1,2,0
29444,6,2,11,1,4,1,6,0
29445,1,1,9,6,4,1,1,0
29446,1,1,9,10,2,0,0,0
29447,7,1,9,2,2,0,5,0
29448,7,2,14,8,4,1,5,1
29449,6,1,10,1,4,1,2,0
29450,3,1,8,3,4,1,3,0
29451,2,1,8,5,4,1,2,0
29452,7,1,9,1,4,1,2,0
29453,3,1,9,0,2,0,2,0
29454,3,0,12,8,4,1,4,0
29455,7,0,13,2,4,0,4,0
29456,0,1,8,12,2,1,2,0
29457,4,1,8,2,4,1,5,1
29458,7,2,8,10,4,1,5,1
29459,3,1,8,1,4,1,4,0
29460,3,1,10,11,2,1,2,1
29461,4,1,5,1,4,1,2,0
29462,7,1,9,10,2,1,2,1
29463,6,1,12,10,4,1,4,1
29464,4,1,5,5,4,1,2,0
29465,1,0,6,4,4,1,2,0
29466,5,1,4,1,4,1,2,0
29467,0,1,8,10,4,0,2,0
29468,2,1,9,10,4,0,1,0
29469,7,1,5,5,2,0,2,0
29470,2,2,9,2,4,1,2,0
29471,8,2,6,3,4,1,4,0
29472,4,1,1,4,4,1,2,0
29473,6,1,12,2,1,1,5,1
29474,5,1,8,10,4,1,5,1
29475,9,1,9,8,4,1,2,1
29476,5,1,8,12,2,1,4,0
29477,3,1,8,12,4,0,4,0
29478,3,1,9,0,4,1,2,0
29479,3,1,12,0,4,0,2,1
29480,1,0,11,8,4,0,0,0
29481,7,1,9,2,4,1,4,1
29482,4,1,14,8,4,1,4,1
29483,2,1,12,11,4,1,2,0
29484,7,2,8,3,4,1,5,1
29485,3,1,8,6,2,1,4,0
29486,2,1,5,5,4,1,2,0
29487,5,1,8,6,4,0,6,0
29488,7,2,12,10,4,0,2,0
29489,1,1,9,1,4,1,4,0
29490,1,1,8,10,4,1,0,0
29491,3,2,12,10,4,1,2,0
29492,2,1,9,6,4,1,2,0
29493,0,1,10,6,4,1,2,0
29494,6,2,14,8,4,1,3,1
29495,4,1,8,10,4,0,4,1
29496,5,1,14,8,4,1,6,0
29497,0,1,8,10,4,0,0,0
29498,7,1,8,5,4,1,2,0
29499,10,1,9,10,4,1,0,1
29500,4,1,12,8,1,1,4,1
29501,7,1,8,1,4,1,3,1
29502,1,1,5,4,4,1,2,0
29503,4,1,8,1,4,1,4,1
29504,7,1,10,10,4,1,1,0
29505,6,1,12,2,4,1,3,1
29506,6,2,8,2,4,1,2,0
29507,3,1,10,1,1,1,1,1
29508,8,2,8,8,4,0,0,0
29509,7,1,9,2,4,0,2,0
29510,6,1,4,1,4,1,2,0
29511,4,2,12,1,4,1,5,0
29512,6,1,9,10,4,1,4,0
29513,7,2,12,8,4,1,3,1
29514,3,0,12,2,4,0,4,0
29515,8,2,12,8,4,0,0,0
29516,2,1,9,6,4,0,5,0
29517,2,1,8,3,1,1,2,0
29518,8,1,8,2,4,1,2,1
29519,4,1,8,10,4,0,2,0
29520,4,0,13,8,4,0,0,1
29521,0,0,9,8,4,1,2,0
29522,3,1,8,0,4,0,2,0
29523,3,0,8,0,3,1,3,0
29524,5,1,8,4,4,0,2,0
29525,1,1,11,0,4,1,2,0
29526,4,1,8,5,4,1,4,1
29527,8,1,13,0,1,1,4,1
29528,5,1,8,3,4,1,3,0
29529,5,1,5,1,4,1,3,0
29530,6,1,8,5,4,0,2,0
29531,7,0,13,2,4,0,3,1
29532,5,1,9,0,2,0,2,0
29533,5,0,12,8,4,0,2,0
29534,2,1,6,1,4,1,2,0
29535,7,0,13,2,4,1,5,1
29536,3,1,9,12,4,1,4,0
29537,6,1,4,6,2,0,2,0
29538,2,1,9,8,4,0,2,0
29539,7,1,9,2,4,1,2,0
29540,1,1,9,11,4,0,2,0
29541,1,1,9,0,2,0,1,0
29542,4,0,9,2,4,0,2,0
29543,1,1,12,11,4,0,2,0
29544,8,1,9,10,4,1,2,1
29545,4,1,10,1,4,1,4,1
29546,1,1,12,2,4,1,2,0
29547,4,1,12,8,4,0,3,0
29548,2,0,11,0,2,0,2,0
29549,5,1,8,1,4,0,3,0
29550,4,0,12,8,1,1,5,1
29551,3,1,8,6,4,1,2,0
29552,2,0,15,8,4,0,2,0
29553,1,1,8,10,2,1,1,0
29554,6,0,11,9,4,1,4,1
29555,3,1,8,5,1,0,2,0
29556,4,0,14,8,4,1,4,1
29557,7,1,9,2,2,0,2,0
29558,3,1,8,11,4,0,2,1
29559,4,1,12,8,2,1,5,0
29560,6,1,8,5,4,1,4,0
29561,6,1,12,8,4,1,3,1
29562,3,1,12,10,4,1,2,0
29563,1,1,9,10,4,1,2,0
29564,3,1,8,0,4,0,2,0
29565,8,2,9,2,4,1,6,0
29566,2,1,8,2,4,1,3,0
29567,6,1,9,6,4,1,2,0
29568,1,1,9,1,4,1,2,0
29569,9,0,9,12,4,1,2,1
29570,4,1,12,11,4,1,2,0
29571,8,1,8,10,4,1,2,0
29572,3,1,8,11,4,1,2,0
29573,2,1,12,11,4,1,2,0
29574,5,1,8,1,4,1,2,0
29575,3,0,13,8,4,1,4,0
29576,1,1,8,1,4,1,2,0
29577,3,1,12,1,4,1,2,1
29578,5,0,9,2,4,1,3,1
29579,8,1,13,10,4,0,1,0
29580,1,1,13,8,1,1,4,1
29581,3,0,8,3,0,1,2,0
29582,2,1,12,2,2,0,3,0
29583,4,1,12,8,4,0,0,1
29584,0,1,8,10,4,1,2,0
29585,2,2,12,8,4,0,0,0
29586,8,2,4,10,4,1,5,1
29587,4,1,12,8,4,1,3,1
29588,2,1,12,4,2,1,2,0
29589,8,1,9,10,4,1,2,1
29590,2,2,9,12,3,1,4,1
29591,7,1,2,4,2,1,5,0
29592,5,0,13,8,4,1,2,1
29593,6,1,8,0,4,0,2,0
29594,7,0,8,4,4,1,2,0
29595,0,1,8,4,4,1,0,0
29596,3,1,12,8,4,0,1,1
29597,8,1,1,4,4,1,2,0
29598,5,1,14,0,1,0,2,0
29599,5,0,5,3,4,1,2,0
29600,9,2,5,1,4,1,2,0
29601,6,1,12,5,4,1,3,1
29602,3,1,8,4,4,1,4,0
29603,2,1,6,5,4,0,0,0
29604,7,1,8,1,4,1,2,0
29605,4,1,9,6,2,0,3,0
29606,1,1,8,4,4,1,2,0
29607,7,2,8,10,4,0,4,0
29608,3,0,12,11,4,0,1,1
29609,10,1,12,4,4,1,2,1
29610,3,1,8,1,4,1,2,0
29611,2,1,9,1,4,1,3,1
29612,9,1,8,2,4,1,0,0
29613,2,1,8,0,4,0,2,0
29614,4,2,8,12,4,1,1,0
29615,8,1,9,0,4,0,2,0
29616,1,1,9,2,4,1,3,0
29617,3,2,8,1,4,1,2,0
29618,3,1,12,2,4,1,5,1
29619,2,0,8,0,4,1,0,0
29620,7,1,13,5,4,1,1,0
29621,2,0,12,8,4,0,5,1
29622,6,0,11,0,2,0,2,0
29623,7,1,8,1,4,1,2,0
29624,3,1,8,6,4,1,4,0
29625,4,1,12,8,4,1,2,1
29626,3,1,14,8,4,1,4,1
29627,1,1,12,8,2,1,2,0
29628,2,1,10,0,4,0,2,0
29629,6,1,9,1,4,1,3,0
29630,1,1,8,5,4,1,2,0
29631,8,1,8,2,4,1,5,1
29632,6,1,9,0,4,0,4,1
29633,3,1,8,6,4,1,1,0
29634,3,1,9,0,4,0,2,0
29635,4,0,9,0,2,1,2,0
29636,5,1,11,0,2,0,2,0
29637,10,2,12,2,4,1,4,1
29638,5,1,14,0,1,1,2,0
29639,4,1,8,2,4,0,2,0
29640,6,1,13,8,4,1,3,1
29641,0,1,9,12,4,0,0,0
29642,3,1,5,8,4,1,2,0
29643,2,1,8,11,4,0,2,0
29644,3,1,13,8,1,1,2,1
29645,8,2,9,3,4,1,5,0
29646,3,1,12,6,4,0,1,0
29647,1,1,8,6,4,1,2,0
29648,2,1,9,1,1,1,2,0
29649,8,2,8,10,4,1,3,1
29650,8,2,9,1,4,1,0,1
29651,2,1,9,12,4,1,5,0
29652,4,1,13,8,4,1,3,1
29653,7,1,13,8,4,1,2,1
29654,3,0,8,0,4,0,2,0
29655,4,1,6,1,4,1,2,0
29656,1,1,10,0,2,0,2,0
29657,0,1,6,4,4,1,1,0
29658,6,1,6,5,2,0,2,0
29659,1,1,9,4,4,1,0,0
29660,8,1,9,1,4,0,2,1
29661,3,0,6,12,4,1,2,0
29662,7,2,8,3,4,1,5,0
29663,8,2,8,1,4,1,2,0
29664,6,1,9,0,4,0,2,0
29665,8,1,9,9,4,1,0,1
29666,2,1,12,10,4,1,3,1
29667,4,1,8,5,4,1,4,1
29668,8,1,13,8,4,1,2,1
29669,4,1,13,8,4,0,4,1
29670,8,0,13,8,4,0,3,1
29671,3,1,8,5,4,1,5,1
29672,3,1,8,0,4,0,2,1
29673,5,0,12,8,4,1,0,0
29674,3,1,13,2,4,1,4,1
29675,5,1,9,11,4,1,1,1
29676,1,1,8,12,4,0,4,0
29677,0,1,6,10,4,1,0,0
29678,0,1,8,4,4,0,1,0
29679,7,1,8,1,4,1,3,1
29680,5,1,8,1,4,1,4,0
29681,2,0,8,4,4,1,2,0
29682,3,1,11,1,4,1,2,0
29683,7,2,9,10,4,0,4,0
29684,1,1,3,7,4,0,1,0
29685,10,2,8,10,4,0,1,0
29686,3,1,13,8,2,1,2,1
29687,1,1,9,12,4,1,5,1
29688,0,1,9,7,4,0,2,0
29689,2,1,8,10,4,1,2,0
29690,2,1,7,6,4,1,2,0
29691,5,2,14,8,4,1,4,1
29692,3,1,8,1,4,1,0,0
29693,9,2,8,1,4,1,2,1
29694,6,1,7,6,4,1,0,0
29695,6,1,8,6,4,0,2,0
29696,1,1,8,5,4,1,2,0
29697,1,1,12,12,2,0,2,0
29698,10,0,8,6,4,1,0,0
29699,5,2,10,2,4,1,2,1
29700,6,1,8,1,4,1,2,0
29701,6,2,11,3,4,1,3,1
29702,3,1,8,5,4,0,2,0
29703,7,1,11,2,4,0,3,0
29704,5,1,12,8,2,0,2,1
29705,3,1,12,0,4,1,2,0
29706,7,1,9,8,4,1,2,0
29707,2,0,10,8,4,0,2,1
29708,0,1,11,2,4,0,2,0
29709,4,1,12,0,1,1,2,1
29710,5,0,9,2,2,0,2,0
29711,2,1,5,12,4,1,3,0
29712,0,1,9,10,4,0,1,0
29713,5,1,12,8,2,1,2,0
29714,7,2,9,10,4,1,4,1
29715,1,1,8,5,4,1,2,0
29716,3,0,8,9,4,1,2,0
29717,1,1,9,10,4,1,2,0
29718,1,1,12,6,4,0,1,0
29719,1,1,8,2,4,0,2,0
29720,5,2,10,12,4,1,7,1
29721,3,1,9,8,4,1,6,1
29722,3,0,10,11,2,1,2,0
29723,8,1,8,0,4,1,5,1
29724,7,1,12,0,1,0,2,0
29725,4,1,12,8,4,1,2,1
29726,7,0,12,0,4,0,2,0
29727,1,1,2,6,4,1,2,0
29728,5,1,12,11,4,1,4,1
29729,3,1,15,8,1,1,2,0
29730,2,1,8,6,4,0,4,1
29731,8,1,13,8,4,1,1,1
29732,6,0,10,11,4,0,3,0
29733,6,0,10,1,4,1,2,1
29734,5,0,9,9,4,1,2,1
29735,1,1,12,2,4,1,2,0
29736,4,1,1,1,4,1,2,0
29737,3,1,12,2,4,1,5,1
29738,4,1,8,1,4,1,5,0
29739,3,1,9,2,4,0,2,0
29740,8,1,8,6,4,0,0,0
29741,7,0,10,1,4,1,2,1
29742,7,2,11,2,4,1,2,1
29743,5,1,8,6,2,0,2,0
29744,1,1,8,4,4,1,2,0
29745,8,1,9,3,4,1,4,0
29746,1,1,9,0,4,0,1,0
29747,7,1,5,1,4,1,2,0
29748,2,0,13,8,4,0,2,1
29749,1,1,9,4,4,1,2,0
29750,5,1,8,10,4,1,7,1
29751,6,1,9,1,4,1,4,1
29752,7,2,3,2,4,1,3,0
29753,1,1,9,10,1,0,2,0
29754,10,2,12,3,4,1,1,0
29755,6,2,6,2,4,0,5,0
29756,2,1,10,2,2,0,2,0
29757,5,1,8,4,4,1,2,1
29758,3,2,12,10,4,1,4,0
29759,4,1,5,6,2,0,2,0
29760,3,0,12,8,4,0,2,0
29761,3,1,8,3,4,1,2,0
29762,5,1,8,2,4,1,2,0
29763,6,1,9,1,4,1,3,0
29764,3,1,8,0,4,1,2,0
29765,6,1,2,5,4,1,0,0
29766,3,1,12,2,4,1,2,0
29767,2,1,8,0,4,0,2,0
29768,5,0,9,0,2,0,2,0
29769,2,1,12,8,4,1,4,0
29770,3,1,2,5,4,1,2,0
29771,0,1,7,10,4,0,0,0
29772,3,2,9,2,4,1,3,0
29773,4,1,12,8,4,0,3,0
29774,3,1,8,9,4,1,4,1
29775,5,1,8,0,4,0,2,0
29776,8,2,15,10,4,1,2,1
29777,5,1,8,12,4,1,3,0
29778,4,1,8,11,4,1,4,0
29779,6,1,12,0,2,0,2,1
29780,7,1,12,2,4,1,4,0
29781,1,1,8,5,4,1,2,0
29782,3,1,8,0,4,0,2,0
29783,6,2,15,8,4,0,3,0
29784,4,1,8,10,2,0,2,0
29785,7,1,8,2,4,0,4,0
29786,4,1,10,0,4,0,2,0
29787,7,1,8,12,4,1,2,1
29788,1,1,9,11,4,0,0,0
29789,0,1,8,0,4,0,2,0
29790,4,1,12,8,4,0,4,1
29791,4,0,12,9,4,1,5,1
29792,4,1,8,12,4,0,2,0
29793,8,2,14,8,4,1,5,1
29794,2,1,8,1,4,1,3,1
29795,1,0,11,0,4,1,2,0
29796,3,1,9,4,4,1,2,0
29797,5,1,9,2,4,0,2,0
29798,1,1,9,10,4,0,0,0
29799,7,1,8,0,4,0,2,0
29800,3,1,12,8,4,0,4,1
29801,2,1,12,2,4,1,4,1
29802,2,1,8,9,4,1,2,0
29803,3,1,8,0,4,0,3,0
29804,8,1,13,11,4,1,2,0
29805,4,1,10,0,4,1,2,0
29806,2,1,9,1,4,1,2,0
29807,4,1,13,8,1,1,2,1
29808,7,0,13,8,4,0,7,0
29809,3,1,8,10,1,0,2,0
29810,2,1,4,9,2,0,2,0
29811,2,0,12,9,4,1,2,0
29812,0,1,5,5,4,1,2,0
29813,2,1,11,4,4,1,1,0
29814,4,1,9,5,4,1,2,0
29815,7,1,8,5,4,1,2,1
29816,2,1,8,1,4,1,2,0
29817,2,1,12,8,4,1,2,0
29818,7,1,12,2,4,0,0,1
29819,7,1,11,2,4,1,2,1
29820,4,1,8,4,4,1,2,0
29821,3,0,12,8,4,1,2,0
29822,2,1,8,1,4,1,5,0
29823,4,1,9,1,4,1,2,1
29824,7,1,15,10,4,1,5,0
29825,3,0,12,8,4,1,5,0
29826,2,1,8,6,3,1,4,0
29827,2,2,8,6,4,1,2,0
29828,5,1,9,1,4,1,2,1
29829,2,2,8,1,4,1,2,0
29830,8,1,8,1,2,1,2,1
29831,8,2,8,10,4,1,5,0
29832,6,2,14,8,4,1,1,1
29833,3,1,12,0,4,0,2,0
29834,10,1,8,4,4,0,0,0
29835,8,0,8,8,4,0,2,0
29836,2,1,9,10,4,1,1,0
29837,7,0,12,8,4,1,2,1
29838,8,2,8,3,1,1,2,0
29839,5,1,9,1,4,1,2,0
29840,6,1,12,8,4,1,4,0
29841,5,1,8,10,4,1,2,0
29842,3,1,8,6,1,1,1,0
29843,5,1,12,2,4,0,2,0
29844,3,0,12,8,4,1,2,0
29845,7,1,8,5,4,0,2,0
29846,7,1,8,10,4,1,5,1
29847,0,2,8,12,4,1,5,0
29848,2,1,3,6,3,0,1,0
29849,8,1,8,1,4,1,2,0
29850,9,0,9,0,4,1,2,0
29851,3,1,8,0,4,1,2,0
29852,3,2,12,8,4,1,2,1
29853,3,1,8,5,4,1,2,1
29854,5,1,8,0,4,0,5,0
29855,4,1,9,5,4,1,2,1
29856,2,1,8,5,4,1,3,0
29857,3,1,12,0,4,0,2,0
29858,2,0,14,8,4,1,7,0
29859,5,1,9,5,4,1,4,1
29860,2,1,12,11,4,1,5,1
29861,8,0,13,8,4,1,4,1
29862,7,2,12,3,4,1,6,1
29863,7,1,9,2,4,0,2,0
29864,9,0,3,12,4,1,2,0
29865,0,1,5,10,4,0,1,0
29866,1,0,9,6,4,1,2,0
29867,2,1,8,4,4,1,2,0
29868,8,1,9,6,4,0,4,0
29869,3,1,8,8,4,0,2,0
29870,5,0,8,0,4,1,2,0
29871,7,1,8,6,4,0,2,0
29872,6,1,10,8,4,0,1,0
29873,7,1,8,5,4,1,2,1
29874,5,0,13,8,4,1,5,1
29875,5,0,10,8,4,0,6,1
29876,2,1,8,3,4,1,2,0
29877,5,1,12,0,1,1,2,1
29878,7,1,12,2,4,1,5,1
29879,4,1,9,0,4,0,2,0
29880,3,2,8,3,4,1,5,0
29881,5,1,8,0,4,1,2,0
29882,8,0,8,0,2,0,0,0
29883,3,1,5,12,4,1,2,0
29884,3,1,8,10,4,1,6,1
29885,5,1,8,1,4,1,7,1
29886,7,1,7,1,4,1,2,0
29887,0,1,6,6,4,0,0,0
29888,4,0,9,8,4,1,2,1
29889,8,1,8,0,4,1,2,0
29890,6,1,9,12,4,0,1,0
29891,1,1,9,0,4,1,1,0
29892,3,2,12,2,4,1,5,1
29893,2,1,8,6,4,0,5,0
29894,5,0,10,9,4,1,2,1
29895,2,1,11,6,4,1,2,0
29896,7,1,9,6,2,0,2,0
29897,6,1,9,3,4,1,2,0
29898,8,1,9,10,4,1,4,0
29899,3,2,8,1,4,1,2,0
29900,4,1,9,1,1,1,2,1
29901,5,2,9,3,4,1,7,0
29902,0,1,6,7,4,0,0,0
29903,4,1,7,12,1,1,3,0
29904,4,1,8,1,4,1,2,0
29905,3,1,8,12,4,1,6,1
29906,6,1,8,1,4,1,2,0
29907,7,2,8,12,4,1,4,0
29908,3,1,9,2,4,1,4,0
29909,3,2,10,3,4,1,6,0
29910,0,1,9,10,4,0,0,0
29911,8,1,4,10,4,1,2,0
29912,1,1,8,5,4,0,1,0
29913,3,1,11,9,4,1,2,0
29914,5,1,12,10,2,0,2,1
29915,1,0,9,6,4,1,3,0
29916,6,1,9,6,2,1,5,0
29917,4,1,8,1,4,1,4,0
29918,3,2,9,10,4,1,7,0
29919,5,1,10,10,4,0,3,0
29920,4,1,8,0,4,0,2,0
29921,3,1,9,4,4,1,1,0
29922,8,1,3,4,4,0,2,0
29923,6,0,8,0,4,0,2,0
29924,3,1,9,0,2,0,2,0
29925,5,1,9,8,4,0,2,0
29926,7,1,13,2,4,1,4,1
29927,2,0,10,9,4,1,1,0
29928,3,1,12,2,4,1,2,1
29929,7,1,9,10,4,1,2,1
29930,8,0,15,8,4,1,5,0
29931,5,1,11,8,4,1,5,1
29932,10,2,3,3,4,1,0,0
29933,5,2,14,6,4,0,2,0
29934,1,1,12,2,4,0,1,0
29935,7,1,12,8,4,1,2,0
29936,3,1,9,4,4,1,5,0
29937,5,1,9,5,4,1,2,0
29938,3,0,11,10,1,1,2,0
29939,6,1,12,2,4,1,3,1
29940,4,0,14,8,2,1,2,1
29941,6,1,14,2,4,1,4,1
29942,8,0,14,2,2,1,5,1
29943,4,1,6,12,4,1,2,0
29944,5,1,12,2,4,0,5,1
29945,5,1,10,10,4,1,2,1
29946,1,1,9,10,4,0,0,0
29947,6,1,12,1,4,1,4,1
29948,4,1,9,10,4,0,2,1
29949,2,0,12,0,4,0,7,0
29950,3,1,8,6,4,1,1,0
29951,2,1,8,4,4,0,2,0
29952,3,1,9,0,1,0,2,0
29953,0,1,8,5,4,1,2,0
29954,2,1,8,5,4,1,2,0
29955,6,2,12,1,4,1,4,1
29956,8,1,1,4,4,0,2,0
29957,4,1,9,2,4,1,4,1
29958,8,1,12,8,4,1,2,1
29959,1,1,8,0,4,0,2,0
29960,0,1,9,4,4,1,1,0
29961,6,1,12,11,4,1,2,0
29962,0,1,9,0,4,0,1,0
29963,4,1,8,5,1,0,2,0
29964,2,1,9,1,4,1,2,0
29965,2,1,12,2,4,0,5,1
29966,8,1,8,6,4,0,2,0
29967,9,1,8,10,4,0,4,1
29968,0,1,8,10,4,0,1,0
29969,4,1,12,4,4,1,1,0
29970,6,1,11,0,4,0,2,0
29971,8,1,9,10,4,1,2,0
29972,4,0,14,8,4,1,2,0
29973,4,2,9,10,4,1,5,0
29974,8,1,8,1,4,1,4,1
29975,3,1,12,2,4,1,4,0
29976,2,1,9,3,4,1,2,0
29977,7,1,8,2,4,1,2,1
29978,5,1,9,11,1,0,2,0
29979,7,0,12,9,4,1,2,1
29980,2,1,8,6,2,0,1,0
29981,6,2,9,2,4,1,2,0
29982,3,2,9,2,4,1,2,1
29983,8,0,13,8,2,1,1,1
29984,3,1,8,6,2,0,2,0
29985,4,1,9,5,4,1,4,0
29986,3,0,0,6,4,1,1,0
29987,7,2,14,8,4,1,6,1
29988,3,1,9,2,4,1,6,0
29989,7,2,13,10,4,1,4,0
29990,3,1,13,2,4,1,5,1
29991,8,1,6,12,4,1,4,0
29992,0,0,9,9,2,1,2,0
29993,0,1,9,6,4,1,0,0
29994,9,1,8,6,4,0,2,0
29995,7,2,12,11,4,1,3,1
29996,7,1,11,0,4,0,4,0
29997,8,0,8,2,4,1,2,1
29998,2,1,8,4,2,1,4,0
29999,6,2,9,6,4,0,5,0
30000,6,1,12,2,4,1,3,0
30001,10,2,3,3,4,1,0,0
30002,8,1,15,8,4,1,2,1
30003,5,1,13,8,4,1,3,1
30004,7,1,12,12,4,1,1,0
30005,2,1,14,8,1,1,2,0
30006,5,1,10,2,4,1,5,1
30007,4,1,4,4,4,1,2,0
30008,3,1,8,0,4,0,2,0
30009,8,0,9,0,2,0,5,0
30010,9,1,4,3,2,1,2,0
30011,7,1,9,0,4,1,2,1
30012,4,2,9,9,4,1,5,1
30013,6,1,9,2,4,1,4,0
30014,6,1,13,2,4,1,5,1
30015,4,1,8,0,4,1,3,0
30016,3,1,14,2,1,1,6,1
30017,5,0,8,2,3,1,2,1
30018,3,1,9,8,4,1,6,0
30019,4,0,10,0,4,0,2,0
30020,6,1,9,0,4,0,2,0
30021,2,1,12,11,4,1,3,0
30022,3,1,11,8,4,1,0,0
30023,3,0,8,8,4,1,2,0
30024,2,1,11,12,4,1,5,0
30025,8,1,8,5,4,1,2,1
30026,4,1,8,1,4,0,2,0
30027,5,1,9,12,2,1,3,1
30028,9,0,12,8,4,1,0,0
30029,7,2,9,10,4,0,5,0
30030,5,1,9,1,4,1,2,1
30031,3,0,12,11,4,0,3,0
30032,0,1,9,6,4,1,1,0
30033,7,1,10,10,4,1,2,1
30034,1,2,10,3,4,1,7,0
30035,8,1,9,2,4,0,2,0
30036,5,2,14,8,4,1,2,1
30037,5,1,9,10,4,0,4,0
30038,2,1,8,1,4,1,2,0
30039,3,1,10,4,4,0,2,0
30040,10,2,8,3,4,1,0,0
30041,1,1,12,8,4,0,0,0
30042,5,0,8,2,4,1,2,0
30043,3,1,8,10,4,1,4,0
30044,1,1,8,10,4,1,3,0
30045,1,1,9,10,4,0,2,0
30046,2,1,9,4,4,1,1,0
30047,5,2,12,2,4,1,3,0
30048,0,1,7,0,4,0,1,0
30049,2,1,1,1,4,1,2,0
30050,3,1,8,5,4,1,2,0
30051,0,1,5,6,2,1,0,0
30052,4,1,12,11,4,0,2,0
30053,3,2,9,2,4,1,6,1
30054,6,1,8,1,4,1,2,0
30055,4,1,12,2,4,1,5,1
30056,2,1,1,6,3,0,2,0
30057,3,1,8,5,4,0,2,0
30058,8,1,8,0,4,0,2,0
30059,8,1,8,6,4,1,1,0
30060,7,1,12,1,4,1,5,0
30061,8,2,8,10,4,1,5,1
30062,2,1,8,0,4,1,2,0
30063,8,2,11,11,4,1,2,0
30064,7,0,9,2,1,0,2,1
30065,5,0,12,2,4,0,2,0
30066,2,1,9,6,4,0,2,0
30067,5,2,13,2,4,1,4,1
30068,7,0,12,8,4,0,1,0
30069,4,1,5,1,4,1,2,0
30070,1,1,8,3,4,1,3,0
30071,4,1,11,1,4,1,3,0
30072,6,1,9,8,4,0,2,0
30073,8,1,9,10,4,1,4,0
30074,8,1,8,0,4,0,3,0
30075,7,0,13,8,4,0,0,0
30076,8,2,9,1,4,1,4,1
30077,4,1,9,10,4,1,5,1
30078,1,1,9,12,4,1,1,0
30079,2,1,7,10,2,0,2,0
30080,6,1,12,2,4,1,5,1
30081,8,1,9,9,4,1,5,0
30082,4,1,8,4,4,1,2,0
30083,3,1,12,10,4,0,2,0
30084,3,1,5,4,4,1,2,0
30085,3,0,13,8,4,1,2,1
30086,8,1,5,6,4,1,2,0
30087,0,1,7,6,4,1,1,0
30088,7,1,11,8,4,0,1,1
30089,7,1,13,8,4,1,2,1
30090,2,1,8,1,4,1,2,0
30091,5,1,13,8,2,0,2,0
30092,3,1,9,8,4,1,2,1
30093,7,1,12,10,4,1,2,1
30094,4,2,8,1,0,1,0,0
30095,0,1,4,6,2,1,2,0
30096,6,1,4,10,4,1,2,0
30097,2,1,9,5,1,1,3,1
30098,6,1,3,5,4,0,2,0
30099,3,1,9,0,4,0,5,0
30100,2,1,12,0,4,0,2,0
30101,8,1,8,0,4,0,2,0
30102,8,0,9,0,4,1,2,0
30103,2,1,9,0,4,0,2,0
30104,5,1,12,8,4,1,4,0
30105,3,1,10,1,4,1,4,0
30106,8,1,6,1,4,1,2,0
30107,6,1,8,12,4,1,3,0
30108,5,2,8,3,4,1,1,0
30109,1,1,8,10,4,0,5,0
30110,3,1,12,10,4,0,2,0
30111,6,2,9,3,4,1,5,0
30112,1,1,8,0,4,0,1,0
30113,6,0,9,6,4,1,2,0
30114,0,1,6,10,4,0,2,0
30115,7,2,9,10,4,1,2,0
30116,1,1,9,0,4,1,2,0
30117,7,2,12,8,4,1,5,1
30118,5,1,8,2,4,1,2,1
30119,10,2,8,1,4,1,0,0
30120,8,2,3,3,4,0,2,0
30121,2,0,12,8,4,0,2,0
30122,1,1,9,5,4,0,1,0
30123,6,1,12,0,4,1,0,0
30124,3,1,4,3,2,1,2,0
30125,7,1,13,8,4,1,3,1
30126,10,1,9,10,4,0,2,0
30127,2,1,11,10,4,0,2,0
30128,6,0,12,8,4,1,4,0
30129,3,1,12,2,4,1,2,1
30130,4,2,6,12,4,1,2,0
30131,8,1,8,2,4,1,4,0
30132,4,1,12,2,4,0,2,1
30133,3,1,5,6,2,0,2,0
30134,6,0,10,2,4,0,2,0
30135,1,1,6,0,4,0,2,0
30136,2,1,8,6,4,0,1,0
30137,6,1,8,3,4,1,3,1
30138,0,1,8,2,4,0,2,0
30139,4,2,11,8,4,1,6,0
30140,3,1,7,2,4,1,2,0
30141,2,1,8,5,2,1,2,0
30142,3,1,8,1,4,1,4,0
30143,1,1,8,5,2,0,2,0
30144,4,1,8,6,2,0,1,0
30145,7,0,15,8,4,1,4,1
30146,6,1,9,0,4,1,2,1
30147,5,0,8,9,4,1,3,1
30148,3,1,8,6,2,0,5,0
30149,6,1,12,3,4,1,6,0
30150,4,2,13,2,4,1,5,0
30151,5,2,14,2,4,1,2,1
30152,1,1,9,10,2,0,0,0
30153,7,1,12,10,4,1,2,0
30154,2,1,9,8,4,1,2,0
30155,5,1,9,2,4,1,4,0
30156,4,1,10,1,4,1,2,1
30157,5,1,8,1,4,1,5,1
30158,3,1,8,12,4,1,2,0
30159,0,1,9,6,4,0,2,0
30160,2,1,8,6,4,1,2,0
